order_details_id	order_id	pizza_id	quantity	order_date	order_time	unit_price	total_price	pizza_size	pizza_category	pizza_ingredients	pizza_name			
290	121	sicilian_l	1	01/02/2015	19:38:48	20.25	20.25	L	Supreme	Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic	The Sicilian Pizza			
291	121	southw_ckn_l	1	01/02/2015	19:38:48	20.75	20.75	L	Chicken	Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce	The Southwest Chicken Pizza			
292	122	ital_supr_m	1	01/02/2015	19:50:19	16.5	16.5	M	Supreme	Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic	The Italian Supreme Pizza			
293	123	ital_cpcllo_s	1	01/02/2015	20:12:09	12	12	S	Classic	Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano	The Italian Capocollo Pizza			
294	124	bbq_ckn_s	1	01/02/2015	20:12:34	12.75	12.75	S	Chicken	Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce	The Barbecue Chicken Pizza			
295	124	sicilian_l	1	01/02/2015	20:12:34	20.25	20.25	L	Supreme	Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic	The Sicilian Pizza			
296	124	spicy_ital_l	1	01/02/2015	20:12:34	20.75	20.75	L	Supreme	Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic	The Spicy Italian Pizza			
297	124	the_greek_s	1	01/02/2015	20:12:34	12	12	S	Classic	Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions	The Greek Pizza			
298	125	the_greek_xl	1	01/02/2015	20:31:06	25.5	25.5	XL	Classic	Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions	The Greek Pizza			
299	126	veggie_veg_l	1	01/02/2015	20:53:42	20.25	20.25	L	Veggie	Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic	The Vegetables + Vegetables Pizza			
300	127	pepperoni_m	1	01/02/2015	20:58:23	12.5	12.5	M	Classic	Mozzarella Cheese, Pepperoni	The Pepperoni Pizza			
301	128	spicy_ital_s	1	01/02/2015	21:05:06	12.5	12.5	S	Supreme	Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic	The Spicy Italian Pizza			
302	129	big_meat_s	1	01/02/2015	21:13:02	12	12	S	Classic	Bacon, Pepperoni, Italian Sausage, Chorizo Sausage	The Big Meat Pizza			
303	129	the_greek_m	1	01/02/2015	21:13:02	16	16	M	Classic	Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions	The Greek Pizza			
304	130	hawaiian_s	1	01/02/2015	21:14:55	10.5	10.5	S	Classic	Sliced Ham, Pineapple, Mozzarella Cheese	The Hawaiian Pizza			
305	130	ital_cpcllo_l	1	01/02/2015	21:14:55	20.5	20.5	L	Classic	Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano	The Italian Capocollo Pizza			
306	130	mexicana_m	1	01/02/2015	21:14:55	16	16	M	Veggie	Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic	The Mexicana Pizza			
307	130	southw_ckn_s	1	01/02/2015	21:14:55	12.75	12.75	S	Chicken	Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce	The Southwest Chicken Pizza			
308	131	ckn_pesto_l	1	01/02/2015	21:33:10	20.75	20.75	L	Chicken	Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce	The Chicken Pesto Pizza			
309	131	five_cheese_l	1	01/02/2015	21:33:10	18.5	18.5	L	Veggie	Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic	The Five Cheese Pizza			
310	131	green_garden_s	1	01/02/2015	21:33:10	12	12	S	Veggie	Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese	The Green Garden Pizza			
311	131	spinach_supr_s	1	01/02/2015	21:33:10	12.5	12.5	S	Supreme	Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese	The Spinach Supreme Pizza			
312	132	pepperoni_s	1	01/02/2015	21:42:45	9.75	9.75	S	Classic	Mozzarella Cheese, Pepperoni	The Pepperoni Pizza			
313	133	bbq_ckn_l	1	01/02/2015	22:00:17	20.75	20.75	L	Chicken	Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce	The Barbecue Chicken Pizza			
314	133	hawaiian_l	1	01/02/2015	22:00:17	16.5	16.5	L	Classic	Sliced Ham, Pineapple, Mozzarella Cheese	The Hawaiian Pizza			
315	133	the_greek_s	1	01/02/2015	22:00:17	12	12	S	Classic	Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions	The Greek Pizza			
316	134	big_meat_s	1	01/02/2015	22:13:24	12	12	S	Classic	Bacon, Pepperoni, Italian Sausage, Chorizo Sausage	The Big Meat Pizza			
317	134	southw_ckn_l	1	01/02/2015	22:13:24	20.75	20.75	L	Chicken	Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce	The Southwest Chicken Pizza			
318	134	spinach_supr_s	1	01/02/2015	22:13:24	12.5	12.5	S	Supreme	Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese	The Spinach Supreme Pizza			
319	135	veggie_veg_l	1	01/02/2015	22:29:34	20.25	20.25	L	Veggie	Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic	The Vegetables + Vegetables Pizza			
320	136	five_cheese_l	1	01/02/2015	22:32:49	18.5	18.5	L	Veggie	Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic	The Five Cheese Pizza			
321	136	peppr_salami_s	1	01/02/2015	22:32:49	12.5	12.5	S	Supreme	Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic	The Pepper Salami Pizza			
322	137	mediterraneo_l	1	01/03/2015	11:34:10	20.25	20.25	L	Veggie	Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions	The Mediterranean Pizza			
323	137	pepperoni_s	1	01/03/2015	11:34:10	9.75	9.75	S	Classic	Mozzarella Cheese, Pepperoni	The Pepperoni Pizza			
324	137	spicy_ital_m	1	01/03/2015	11:34:10	16.5	16.5	M	Supreme	Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic	The Spicy Italian Pizza			
325	138	cali_ckn_m	1	01/03/2015	11:44:50	16.75	16.75	M	Chicken	Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese	The California Chicken Pizza			
326	138	four_cheese_l	1	01/03/2015	11:44:50	17.95	17.95	L	Veggie	Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic	The Four Cheese Pizza			
327	138	ital_veggie_l	1	01/03/2015	11:44:50	21	21	L	Veggie	Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce	The Italian Vegetables Pizza			
328	138	sicilian_m	1	01/03/2015	11:44:50	16.25	16.25	M	Supreme	Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic	The Sicilian Pizza			
329	139	five_cheese_l	1	01/03/2015	11:57:39	18.5	18.5	L	Veggie	Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic	The Five Cheese Pizza			
330	140	prsc_argla_s	1	01/03/2015	12:26:44	12.5	12.5	S	Supreme	Prosciutto di San Daniele, Arugula, Mozzarella Cheese	The Prosciutto and Arugula Pizza			
331	140	veggie_veg_m	1	01/03/2015	12:26:44	16	16	M	Veggie	Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic	The Vegetables + Vegetables Pizza			
332	141	classic_dlx_m	1	01/03/2015	13:16:01	16	16	M	Classic	Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon	The Classic Deluxe Pizza			
333	142	green_garden_m	1	01/03/2015	13:33:59	16	16	M	Veggie	Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese	The Green Garden Pizza			
334	143	cali_ckn_s	1	01/03/2015	13:41:36	12.75	12.75	S	Chicken	Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese	The California Chicken Pizza			
335	143	classic_dlx_s	1	01/03/2015	13:41:36	12	12	S	Classic	Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon	The Classic Deluxe Pizza			
336	143	hawaiian_l	1	01/03/2015	13:41:36	16.5	16.5	L	Classic	Sliced Ham, Pineapple, Mozzarella Cheese	The Hawaiian Pizza			
337	143	mexicana_m	1	01/03/2015	13:41:36	16	16	M	Veggie	Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic	The Mexicana Pizza			
338	143	pepperoni_l	1	01/03/2015	13:41:36	15.25	15.25	L	Classic	Mozzarella Cheese, Pepperoni	The Pepperoni Pizza			
339	143	prsc_argla_s	1	01/03/2015	13:41:36	12.5	12.5	S	Supreme	Prosciutto di San Daniele, Arugula, Mozzarella Cheese	The Prosciutto and Arugula Pizza			
340	143	thai_ckn_l	1	01/03/2015	13:41:36	20.75	20.75	L	Chicken	Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce	The Thai Chicken Pizza			
341	143	veggie_veg_m	1	01/03/2015	13:41:36	16	16	M	Veggie	Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic	The Vegetables + Vegetables Pizza			
342	144	bbq_ckn_m	3	01/03/2015	13:44:28	16.75	50.25	M	Chicken	Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce	The Barbecue Chicken Pizza			
343	144	big_meat_s	1	01/03/2015	13:44:28	12	12	S	Classic	Bacon, Pepperoni, Italian Sausage, Chorizo Sausage	The Big Meat Pizza			
344	144	cali_ckn_l	1	01/03/2015	13:44:28	20.75	20.75	L	Chicken	Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese	The California Chicken Pizza			
345	144	ckn_pesto_m	1	01/03/2015	13:44:28	16.75	16.75	M	Chicken	Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce	The Chicken Pesto Pizza			
346	144	five_cheese_l	1	01/03/2015	13:44:28	18.5	18.5	L	Veggie	Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic	The Five Cheese Pizza			
347	144	four_cheese_l	1	01/03/2015	13:44:28	17.95	17.95	L	Veggie	Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic	The Four Cheese Pizza			
348	144	pep_msh_pep_s	1	01/03/2015	13:44:28	11	11	S	Classic	Pepperoni, Mushrooms, Green Peppers	The Pepperoni, Mushroom, and Peppers Pizza			
349	144	southw_ckn_l	1	01/03/2015	13:44:28	20.75	20.75	L	Chicken	Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce	The Southwest Chicken Pizza			
350	144	southw_ckn_s	1	01/03/2015	13:44:28	12.75	12.75	S	Chicken	Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce	The Southwest Chicken Pizza			
351	144	spicy_ital_l	1	01/03/2015	13:44:28	20.75	20.75	L	Supreme	Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic	The Spicy Italian Pizza			
352	144	thai_ckn_m	1	01/03/2015	13:44:28	16.75	16.75	M	Chicken	Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce	The Thai Chicken Pizza			
353	144	veggie_veg_l	1	01/03/2015	13:44:28	20.25	20.25	L	Veggie	Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic	The Vegetables + Vegetables Pizza			
354	145	the_greek_s	1	01/03/2015	13:53:48	12	12	S	Classic	Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions	The Greek Pizza			
355	146	cali_ckn_l	1	01/03/2015	14:22:10	20.75	20.75	L	Chicken	Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese	The California Chicken Pizza			
356	146	four_cheese_m	1	01/03/2015	14:22:10	14.75	14.75	M	Veggie	Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic	The Four Cheese Pizza			
357	146	hawaiian_m	1	01/03/2015	14:22:10	13.25	13.25	M	Classic	Sliced Ham, Pineapple, Mozzarella Cheese	The Hawaiian Pizza			
358	147	the_greek_xl	1	01/03/2015	14:32:51	25.5	25.5	XL	Classic	Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions	The Greek Pizza			
359	148	mediterraneo_s	1	01/03/2015	14:40:42	12	12	S	Veggie	Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions	The Mediterranean Pizza			
360	149	spinach_fet_m	1	01/03/2015	14:48:45	16	16	M	Veggie	Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic	The Spinach and Feta Pizza			
361	150	pepperoni_m	1	01/03/2015	14:49:58	12.5	12.5	M	Classic	Mozzarella Cheese, Pepperoni	The Pepperoni Pizza			
362	151	southw_ckn_l	1	01/03/2015	15:09:34	20.75	20.75	L	Chicken	Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce	The Southwest Chicken Pizza			
363	151	spinach_supr_s	1	01/03/2015	15:09:34	12.5	12.5	S	Supreme	Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese	The Spinach Supreme Pizza			
364	152	hawaiian_s	1	01/03/2015	15:09:42	10.5	10.5	S	Classic	Sliced Ham, Pineapple, Mozzarella Cheese	The Hawaiian Pizza			
365	152	spinach_fet_l	1	01/03/2015	15:09:42	20.25	20.25	L	Veggie	Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic	The Spinach and Feta Pizza			
366	152	thai_ckn_s	1	01/03/2015	15:09:42	12.75	12.75	S	Chicken	Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce	The Thai Chicken Pizza			
367	152	the_greek_m	1	01/03/2015	15:09:42	16	16	M	Classic	Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions	The Greek Pizza			
368	153	mexicana_m	1	01/03/2015	15:16:34	16	16	M	Veggie	Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic	The Mexicana Pizza			
369	154	prsc_argla_s	1	01/03/2015	15:22:43	12.5	12.5	S	Supreme	Prosciutto di San Daniele, Arugula, Mozzarella Cheese	The Prosciutto and Arugula Pizza			
370	155	ckn_pesto_s	1	01/03/2015	15:28:59	12.75	12.75	S	Chicken	Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce	The Chicken Pesto Pizza			
371	155	napolitana_l	1	01/03/2015	15:28:59	20.5	20.5	L	Classic	Tomatoes, Anchovies, Green Olives, Red Onions, Garlic	The Napolitana Pizza			
372	155	pepperoni_l	1	01/03/2015	15:28:59	15.25	15.25	L	Classic	Mozzarella Cheese, Pepperoni	The Pepperoni Pizza			
373	155	peppr_salami_l	1	01/03/2015	15:28:59	20.75	20.75	L	Supreme	Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic	The Pepper Salami Pizza			
374	156	napolitana_m	1	01/03/2015	15:42:19	16	16	M	Classic	Tomatoes, Anchovies, Green Olives, Red Onions, Garlic	The Napolitana Pizza			
375	156	thai_ckn_l	1	01/03/2015	15:42:19	20.75	20.75	L	Chicken	Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce	The Thai Chicken Pizza			
376	157	ital_supr_l	1	01/03/2015	15:43:03	20.75	20.75	L	Supreme	Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic	The Italian Supreme Pizza			
377	157	mediterraneo_m	1	01/03/2015	15:43:03	16	16	M	Veggie	Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions	The Mediterranean Pizza			
378	157	sicilian_m	1	01/03/2015	15:43:03	16.25	16.25	M	Supreme	Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic	The Sicilian Pizza			
379	157	spin_pesto_m	1	01/03/2015	15:43:03	16.5	16.5	M	Veggie	Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce	The Spinach Pesto Pizza			
380	158	ital_veggie_m	1	01/03/2015	15:54:30	16.75	16.75	M	Veggie	Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce	The Italian Vegetables Pizza			
381	158	thai_ckn_m	1	01/03/2015	15:54:30	16.75	16.75	M	Chicken	Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce	The Thai Chicken Pizza			
382	159	four_cheese_l	1	01/03/2015	15:59:22	17.95	17.95	L	Veggie	Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic	The Four Cheese Pizza			
383	159	thai_ckn_m	1	01/03/2015	15:59:22	16.75	16.75	M	Chicken	Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce	The Thai Chicken Pizza			
384	160	classic_dlx_m	1	01/03/2015	16:35:33	16	16	M	Classic	Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon	The Classic Deluxe Pizza			
385	161	hawaiian_s	1	01/03/2015	16:43:46	10.5	10.5	S	Classic	Sliced Ham, Pineapple, Mozzarella Cheese	The Hawaiian Pizza			
386	161	spicy_ital_m	1	01/03/2015	16:43:46	16.5	16.5	M	Supreme	Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic	The Spicy Italian Pizza			
387	161	the_greek_xl	1	01/03/2015	16:43:46	25.5	25.5	XL	Classic	Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions	The Greek Pizza			
388	162	big_meat_s	1	01/03/2015	16:51:22	12	12	S	Classic	Bacon, Pepperoni, Italian Sausage, Chorizo Sausage	The Big Meat Pizza			
389	163	hawaiian_m	1	01/03/2015	16:54:54	13.25	13.25	M	Classic	Sliced Ham, Pineapple, Mozzarella Cheese	The Hawaiian Pizza			
390	163	pepperoni_l	1	01/03/2015	16:54:54	15.25	15.25	L	Classic	Mozzarella Cheese, Pepperoni	The Pepperoni Pizza			
391	163	the_greek_m	1	01/03/2015	16:54:54	16	16	M	Classic	Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions	The Greek Pizza			
392	164	cali_ckn_l	1	01/03/2015	16:56:33	20.75	20.75	L	Chicken	Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese	The California Chicken Pizza			
393	164	pepperoni_m	1	01/03/2015	16:56:33	12.5	12.5	M	Classic	Mozzarella Cheese, Pepperoni	The Pepperoni Pizza			
394	165	prsc_argla_m	1	01/03/2015	16:57:37	16.5	16.5	M	Supreme	Prosciutto di San Daniele, Arugula, Mozzarella Cheese	The Prosciutto and Arugula Pizza			
395	166	prsc_argla_s	1	01/03/2015	16:58:51	12.5	12.5	S	Supreme	Prosciutto di San Daniele, Arugula, Mozzarella Cheese	The Prosciutto and Arugula Pizza			
396	167	bbq_ckn_l	1	01/03/2015	17:00:49	20.75	20.75	L	Chicken	Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce	The Barbecue Chicken Pizza			
397	167	ital_supr_m	1	01/03/2015	17:00:49	16.5	16.5	M	Supreme	Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic	The Italian Supreme Pizza			
398	167	pepperoni_m	1	01/03/2015	17:00:49	12.5	12.5	M	Classic	Mozzarella Cheese, Pepperoni	The Pepperoni Pizza			
399	168	big_meat_s	1	01/03/2015	17:02:27	12	12	S	Classic	Bacon, Pepperoni, Italian Sausage, Chorizo Sausage	The Big Meat Pizza			
400	168	veggie_veg_m	1	01/03/2015	17:02:27	16	16	M	Veggie	Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic	The Vegetables + Vegetables Pizza			
401	169	four_cheese_l	1	01/03/2015	17:15:48	17.95	17.95	L	Veggie	Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic	The Four Cheese Pizza			
402	169	ital_cpcllo_s	1	01/03/2015	17:15:48	12	12	S	Classic	Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano	The Italian Capocollo Pizza			
403	169	sicilian_m	1	01/03/2015	17:15:48	16.25	16.25	M	Supreme	Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic	The Sicilian Pizza			
404	170	hawaiian_l	1	01/03/2015	17:21:31	16.5	16.5	L	Classic	Sliced Ham, Pineapple, Mozzarella Cheese	The Hawaiian Pizza			
405	171	napolitana_m	1	01/03/2015	17:23:03	16	16	M	Classic	Tomatoes, Anchovies, Green Olives, Red Onions, Garlic	The Napolitana Pizza			
406	172	napolitana_s	1	01/03/2015	17:29:24	12	12	S	Classic	Tomatoes, Anchovies, Green Olives, Red Onions, Garlic	The Napolitana Pizza			
407	172	spinach_supr_m	1	01/03/2015	17:29:24	16.5	16.5	M	Supreme	Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese	The Spinach Supreme Pizza			
408	172	thai_ckn_l	1	01/03/2015	17:29:24	20.75	20.75	L	Chicken	Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce	The Thai Chicken Pizza			
409	173	cali_ckn_m	1	01/03/2015	17:35:30	16.75	16.75	M	Chicken	Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese	The California Chicken Pizza			
410	173	classic_dlx_m	1	01/03/2015	17:35:30	16	16	M	Classic	Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon	The Classic Deluxe Pizza			
411	173	veggie_veg_l	1	01/03/2015	17:35:30	20.25	20.25	L	Veggie	Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic	The Vegetables + Vegetables Pizza			
412	174	big_meat_s	1	01/03/2015	17:37:49	12	12	S	Classic	Bacon, Pepperoni, Italian Sausage, Chorizo Sausage	The Big Meat Pizza			
413	174	cali_ckn_l	1	01/03/2015	17:37:49	20.75	20.75	L	Chicken	Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese	The California Chicken Pizza			
414	174	cali_ckn_m	1	01/03/2015	17:37:49	16.75	16.75	M	Chicken	Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese	The California Chicken Pizza			
415	174	ital_cpcllo_m	1	01/03/2015	17:37:49	16	16	M	Classic	Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano	The Italian Capocollo Pizza			
416	175	ital_supr_l	1	01/03/2015	17:50:51	20.75	20.75	L	Supreme	Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic	The Italian Supreme Pizza			
417	176	cali_ckn_l	1	01/03/2015	17:51:57	20.75	20.75	L	Chicken	Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese	The California Chicken Pizza			
418	176	peppr_salami_m	1	01/03/2015	17:51:57	16.5	16.5	M	Supreme	Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic	The Pepper Salami Pizza			
419	177	napolitana_s	1	01/03/2015	17:54:36	12	12	S	Classic	Tomatoes, Anchovies, Green Olives, Red Onions, Garlic	The Napolitana Pizza			
420	177	thai_ckn_l	1	01/03/2015	17:54:36	20.75	20.75	L	Chicken	Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce	The Thai Chicken Pizza			
421	178	peppr_salami_l	1	01/03/2015	18:15:03	20.75	20.75	L	Supreme	Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic	The Pepper Salami Pizza			
422	179	hawaiian_l	1	01/03/2015	18:20:14	16.5	16.5	L	Classic	Sliced Ham, Pineapple, Mozzarella Cheese	The Hawaiian Pizza			
423	179	sicilian_m	1	01/03/2015	18:20:14	16.25	16.25	M	Supreme	Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic	The Sicilian Pizza			
424	179	veggie_veg_s	1	01/03/2015	18:20:14	12	12	S	Veggie	Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic	The Vegetables + Vegetables Pizza			
425	180	classic_dlx_l	1	01/03/2015	18:33:34	20.5	20.5	L	Classic	Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon	The Classic Deluxe Pizza			
426	180	prsc_argla_l	1	01/03/2015	18:33:34	20.75	20.75	L	Supreme	Prosciutto di San Daniele, Arugula, Mozzarella Cheese	The Prosciutto and Arugula Pizza			
427	181	mexicana_l	1	01/03/2015	18:49:32	20.25	20.25	L	Veggie	Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic	The Mexicana Pizza			
428	182	brie_carre_s	1	01/03/2015	18:50:10	23.65	23.65	S	Supreme	Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic	The Brie Carre Pizza			
429	182	peppr_salami_l	1	01/03/2015	18:50:10	20.75	20.75	L	Supreme	Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic	The Pepper Salami Pizza			
430	183	napolitana_m	1	01/03/2015	18:54:55	16	16	M	Classic	Tomatoes, Anchovies, Green Olives, Red Onions, Garlic	The Napolitana Pizza			
431	183	spin_pesto_l	1	01/03/2015	18:54:55	20.75	20.75	L	Veggie	Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce	The Spinach Pesto Pizza			
432	183	spin_pesto_s	1	01/03/2015	18:54:55	12.5	12.5	S	Veggie	Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce	The Spinach Pesto Pizza			
433	184	hawaiian_l	1	01/03/2015	18:59:05	16.5	16.5	L	Classic	Sliced Ham, Pineapple, Mozzarella Cheese	The Hawaiian Pizza			
434	185	sicilian_m	1	01/03/2015	19:08:33	16.25	16.25	M	Supreme	Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic	The Sicilian Pizza			
